"","date_time","air_temp_3m","lw_dn_avg","lw_up_avg","sw_dn_avg","sw_up_avg"
"1",2015-04-21 01:00:00,-3.219,299.8,276,-5.962,-6.651
"2",2015-04-21 02:00:00,-3.376,300,276.1,-3.618,-6.22
"3",2015-04-21 03:00:00,-3.633,301,285.6,-3.76,-5.791
"4",2015-04-21 04:00:00,-3.844,298.5,277.4,-5.295,-6.415
"5",2015-04-21 05:00:00,-3.84,300.2,291.6,-2.832,-3.497
"6",2015-04-21 06:00:00,-4.107,300.3,295.4,9.07,12.67
"7",2015-04-21 07:00:00,-4.161,300.1,295.9,35.14,42.83
"8",2015-04-21 08:00:00,-4.349,299.6,295.4,75.95,91.6
"9",2015-04-21 09:00:00,-4.801,297.8,293.2,133.2,155
"10",2015-04-21 10:00:00,-4.851,297.2,292.7,220.3,242.4
"11",2015-04-21 11:00:00,-4.477,299.2,293.9,243.8,263.9
"12",2015-04-21 12:00:00,-4.887,298.4,292.5,298.5,323.9
"13",2015-04-21 13:00:00,-4.254,302.2,302.4,394.2,428.3
"14",2015-04-21 14:00:00,-3.996,302.5,295,398.5,435.7
"15",2015-04-21 15:00:00,-4.118,301.1,292.8,298.9,328.7
"16",2015-04-21 16:00:00,-4.147,301.1,287.8,305.8,340.5
"17",2015-04-21 17:00:00,-4.992,297.2,289.9,223.1,247.7
"18",2015-04-21 18:00:00,-4.555,298.8,289.1,189.8,209.5
"19",2015-04-21 19:00:00,-4.584,296.5,286.5,107.4,119.3
"20",2015-04-21 20:00:00,-5.14,295.2,288.5,58.12,62.88
"21",2015-04-21 21:00:00,-5.194,294.1,290.2,15.73,16.97
"22",2015-04-21 22:00:00,-5.113,293.5,291.8,-2.327,-2.91
"23",2015-04-21 23:00:00,-5.046,292.8,289.8,-5.304,-5.339
"24",2015-04-21 00:00:00,-5.066,292.5,288.8,-4.37,-4.982
"25",2015-04-22 01:00:00,-5.186,290.1,281.9,-4.149,-5.23
"26",2015-04-22 02:00:00,-5.281,290.6,285.2,-3.86,-5.116
"27",2015-04-22 03:00:00,-5.448,286.9,278.1,-3.557,-5.597
"28",2015-04-22 04:00:00,-6.432,279.6,269.3,-3.698,-5.209
"29",2015-04-22 05:00:00,-6.668,283.1,276.5,1.364,-0.2
"30",2015-04-22 06:00:00,-7.56,270,241.4,18.39,18.33
"31",2015-04-22 07:00:00,-10.67,263,227.8,77.83,84.2
"32",2015-04-22 08:00:00,-9.84,265.6,220.4,159.8,176
"33",2015-04-22 09:00:00,-6.333,279.8,229.3,219.3,248.8
"34",2015-04-22 10:00:00,-5.301,286.6,230,335.6,387.2
"35",2015-04-22 11:00:00,-4.374,293.5,222.7,437,513.8
"36",2015-04-22 12:00:00,-3.668,296.1,217.6,487,571.3
"37",2015-04-22 13:00:00,-2.7,301.8,214.6,553.3,660.8
"38",2015-04-22 14:00:00,-2.543,302.1,214,521.8,642.2
"39",2015-04-22 15:00:00,-2.415,301.1,217.9,461.5,561.7
"40",2015-04-22 16:00:00,-3.186,294.3,225.5,274.9,328.6
"41",2015-04-22 17:00:00,-3.324,294.9,249.9,211.5,245.5
"42",2015-04-22 18:00:00,-2.677,297,255.5,196.5,228.7
"43",2015-04-22 19:00:00,-3.089,294.4,244.3,136.8,162.3
"44",2015-04-22 20:00:00,-3.794,289.1,228.2,76.4,91.3
"45",2015-04-22 21:00:00,-4.795,282.5,215.5,17.57,18.29
"46",2015-04-22 22:00:00,-4.291,286.7,234.7,-2.328,-4.1
"47",2015-04-22 23:00:00,-3.526,292.4,257.1,-5.47,-6.432
"48",2015-04-22 00:00:00,-3.402,292,261.3,-5.842,-6.864
"49",2015-04-23 01:00:00,-2.754,292.3,257,-6.263,-6.988
"50",2015-04-23 02:00:00,-3.263,290.4,252.5,-6.177,-7.53
"51",2015-04-23 03:00:00,-2.38,291.4,255.6,-6.008,-7.365
"52",2015-04-23 04:00:00,-2.511,291.3,256.3,-6.095,-7.458
"53",2015-04-23 05:00:00,-2.681,291.3,240.7,-0.804,-0.996
"54",2015-04-23 06:00:00,-2.892,290.1,236.4,33.3,42.78
"55",2015-04-23 07:00:00,-2.513,295.8,255.6,114.1,144.9
"56",2015-04-23 08:00:00,-2.412,297,239.2,230.1,262.1
"57",2015-04-23 09:00:00,-2.174,298.6,222.5,329.1,382.6
"58",2015-04-23 10:00:00,-1.477,301.9,222.1,397,475.7
"59",2015-04-23 11:00:00,-1.007,305.1,223.9,441.1,538.8
"60",2015-04-23 12:00:00,-0.532,305.2,230.1,420.4,521.2
"61",2015-04-23 13:00:00,-0.11,309,231.1,513.1,647.9
"62",2015-04-23 14:00:00,-0.021,308.3,229.7,463.3,585.2
"63",2015-04-23 15:00:00,0.024,306.3,228.1,377.5,474.6
"64",2015-04-23 16:00:00,0.13,306.9,225,399.7,507.6
"65",2015-04-23 17:00:00,-0.214,304.4,220.9,349.6,445.7
"66",2015-04-23 18:00:00,-0.844,299.6,217.7,267.4,340.7
"67",2015-04-23 19:00:00,-1.541,292.8,217,174.4,220.3
"68",2015-04-23 20:00:00,-1.788,288.5,216.8,97.1,122.8
"69",2015-04-23 21:00:00,-2.802,283.3,218.3,33.67,42.8
"70",2015-04-23 22:00:00,-3.52,283.7,236.3,-0.959,-1.78
"71",2015-04-23 23:00:00,-3.892,279.7,223,-5.895,-8.7
"72",2015-04-23 00:00:00,-4.677,275.1,213,-5.82,-9.14
"73",2015-04-24 01:00:00,-5.574,271.9,211.7,-5.808,-8.86
"74",2015-04-24 02:00:00,-6.383,269.7,209.4,-5.78,-8.72
"75",2015-04-24 03:00:00,-7.837,264.6,204.9,-5.799,-8.75
"76",2015-04-24 04:00:00,-7.933,262.5,203,-4.91,-7.847
"77",2015-04-24 05:00:00,-8.11,262.7,201.9,2.572,0.584
"78",2015-04-24 06:00:00,-7.814,264.3,199.8,52.63,53.91
"79",2015-04-24 07:00:00,-9.01,264.6,198.4,136.8,151
"80",2015-04-24 08:00:00,-7.919,270.2,199.4,232,266.1
"81",2015-04-24 09:00:00,-6.265,277,201,322.9,382
"82",2015-04-24 10:00:00,-4.652,284.5,206.2,402.4,487.6
"83",2015-04-24 11:00:00,-3.794,292.4,209.3,466.9,574.6
"84",2015-04-24 12:00:00,-0.692,305.1,218.4,524,660.2
"85",2015-04-24 13:00:00,0.091,312.9,249.5,540,671.1
"86",2015-04-24 14:00:00,0.292,312.3,257.2,470.6,574.6
"87",2015-04-24 15:00:00,0.525,312,263.4,454.8,552.4
"88",2015-04-24 16:00:00,1.262,316.8,255.9,506.7,628.1
"89",2015-04-24 17:00:00,1.236,314,266,359.4,433
"90",2015-04-24 18:00:00,0.82,309,261.3,282.8,344.7
"91",2015-04-24 19:00:00,0.04,308.5,273.5,226.9,278.3
"92",2015-04-24 20:00:00,0.284,306.6,269.1,150,190.6
"93",2015-04-24 21:00:00,-0.182,302,268.2,58.38,77.25
"94",2015-04-24 22:00:00,-1.458,294.7,250.4,-0.078,-0.669
"95",2015-04-24 23:00:00,-3.63,284,229.5,-5.686,-8.16
"96",2015-04-24 00:00:00,-4.175,281,223.8,-5.794,-8.84
"97",2015-04-25 01:00:00,-4.204,281,222.1,-6.051,-9.15
"98",2015-04-25 02:00:00,-4.641,279,221.6,-6.073,-9
"99",2015-04-25 03:00:00,-5.564,276,219.5,-6.068,-8.59
"100",2015-04-25 04:00:00,-6.67,272.1,218.7,-5.109,-7.514
"101",2015-04-25 05:00:00,-6.337,272.8,219.8,3.899,2.39
"102",2015-04-25 06:00:00,-6.027,275.4,220.8,43.88,44.9
"103",2015-04-25 07:00:00,-5.676,276.7,221.4,134.6,146
"104",2015-04-25 08:00:00,-4.941,282.9,223.8,234.3,266
"105",2015-04-25 09:00:00,-5.018,284.8,224.8,267.4,314.3
"106",2015-04-25 10:00:00,-3.73,295.8,229.7,402.3,489
"107",2015-04-25 11:00:00,-1.743,305.1,230.7,459.5,566.2
"108",2015-04-25 12:00:00,-0.24,311.3,232,493.2,616.7
"109",2015-04-25 13:00:00,0.322,315.3,234.1,508.9,645
"110",2015-04-25 14:00:00,1.424,318.1,234.3,502.1,637.4
"111",2015-04-25 15:00:00,1.36,317.8,234.2,469.7,600.1
"112",2015-04-25 16:00:00,1.86,314.5,233.6,419.4,534.8
"113",2015-04-25 17:00:00,0.561,309.9,231.7,351,449.2
"114",2015-04-25 18:00:00,-0.264,302.9,229.7,270.4,344.6
"115",2015-04-25 19:00:00,-0.82,294.6,227.4,184.8,235.4
"116",2015-04-25 20:00:00,-3.286,285.8,223.6,101.7,131.4
"117",2015-04-25 21:00:00,-6.202,277.6,219.5,36.91,49.21
"118",2015-04-25 22:00:00,-8.43,269.5,216,2.843,2.814
"119",2015-04-25 23:00:00,-9.63,264.3,213.8,-4.123,-6.6
"120",2015-04-25 00:00:00,-10.5,260.9,212.9,-4.884,-7.042
"121",2015-04-26 01:00:00,-9.78,261.4,213.6,-5.151,-7.163
"122",2015-04-26 02:00:00,-9.63,261.5,214,-5.167,-7.225
"123",2015-04-26 03:00:00,-9.29,261.5,214,-5.261,-7.315
"124",2015-04-26 04:00:00,-9.08,260.7,214.2,-4.108,-6.128
"125",2015-04-26 05:00:00,-9.85,259,214,6.71,5.911
"126",2015-04-26 06:00:00,-9.73,261.8,214.6,61.44,66.13
"127",2015-04-26 07:00:00,-8.44,268.5,216.9,140.5,157.8
"128",2015-04-26 08:00:00,-6.923,276.5,219.6,229.1,266
"129",2015-04-26 09:00:00,-4.757,286.6,223.4,317.3,377.6
"130",2015-04-26 10:00:00,-2.72,296.6,227.9,396.4,481.6
"131",2015-04-26 11:00:00,-1.294,305.7,230.8,454.7,563.1
"132",2015-04-26 12:00:00,-1.282,311.6,231.5,492.2,619
"133",2015-04-26 13:00:00,-0.904,314.2,232,501.3,644.5
"134",2015-04-26 14:00:00,-0.718,315.4,232.9,493.5,638.1
"135",2015-04-26 15:00:00,-2.59,309.9,230,460.6,603.7
"136",2015-04-26 16:00:00,-2.723,306.9,228.9,410.9,540.3
"137",2015-04-26 17:00:00,-3.923,300.8,226.2,344.5,453.7
"138",2015-04-26 18:00:00,-4.388,295.3,224.7,264.4,348.4
"139",2015-04-26 19:00:00,-4.185,290.2,224.3,183.8,238.1
"140",2015-04-26 20:00:00,-6.005,281.1,221.4,104.2,135.5
"141",2015-04-26 21:00:00,-7.269,273.5,219.6,39.48,51.6
"142",2015-04-26 22:00:00,-9.27,266.7,217.1,4.254,4.468
"143",2015-04-26 23:00:00,-9.93,263.1,216,-3.784,-6.081
"144",2015-04-26 00:00:00,-11.24,259.1,214.4,-4.409,-6.616
"145",2015-04-27 01:00:00,-11.52,256.6,213.8,-3.875,-6.622
"146",2015-04-27 02:00:00,-12.86,252.6,215.8,-3.414,-6.269
"147",2015-04-27 03:00:00,-13.04,252,215.5,-4.059,-6.031
"148",2015-04-27 04:00:00,-12.71,252.1,214.7,-3.048,-4.663
"149",2015-04-27 05:00:00,-13.38,248.8,211.1,11.44,9.89
"150",2015-04-27 06:00:00,-13.24,250.7,211.1,73.04,76.54
"151",2015-04-27 07:00:00,-12.7,255.2,212.1,139.2,154.1
"152",2015-04-27 08:00:00,-11.65,256.5,214.9,148.2,170.6
"153",2015-04-27 09:00:00,-10.92,267.2,218.8,274.4,326.9
"154",2015-04-27 10:00:00,-7.925,277.6,221.3,375.5,455.7
"155",2015-04-27 11:00:00,-5.689,294.6,227.3,496.1,616.6
"156",2015-04-27 12:00:00,-3.903,302.2,225.7,508.7,641
"157",2015-04-27 13:00:00,-4.511,304.4,223.2,523.6,672.7
"158",2015-04-27 14:00:00,-4.945,303.5,221.1,506.5,661.4
"159",2015-04-27 15:00:00,-5.226,301.5,219.5,474.7,622.2
"160",2015-04-27 16:00:00,-5.459,298.8,218.2,424.1,556
"161",2015-04-27 17:00:00,-6.066,294.3,216.7,359.4,470.2
"162",2015-04-27 18:00:00,-6.774,287.7,214.6,283,369.6
"163",2015-04-27 19:00:00,-6.764,281,212.8,189.1,244.4
"164",2015-04-27 20:00:00,-7.467,270.4,210.6,100.5,127.2
"165",2015-04-27 21:00:00,-9.68,262.8,208.8,47.18,61.77
"166",2015-04-27 22:00:00,-11.85,255.9,206.4,6.245,6.826
"167",2015-04-27 23:00:00,-13.26,252.8,205.3,-6.07,-8.01
"168",2015-04-27 00:00:00,-13.18,250.3,204.7,-6.415,-8.21
"169",2015-04-28 01:00:00,-13.98,246.8,204.3,-4.799,-7.651
"170",2015-04-28 02:00:00,-14.66,243.3,203.7,-5.577,-7.677
"171",2015-04-28 03:00:00,-15.09,241.7,202.9,-4.977,-7.462
"172",2015-04-28 04:00:00,-15.83,239.9,202.1,-4.124,-5.918
"173",2015-04-28 05:00:00,-15.58,240.7,202.2,10.6,10.07
"174",2015-04-28 06:00:00,-15.04,243.1,202.6,71.01,76.05
"175",2015-04-28 07:00:00,-14.52,249.4,204,153.6,172.1
"176",2015-04-28 08:00:00,-13.08,256.2,204.7,245.7,283.8
"177",2015-04-28 09:00:00,-11.46,265.9,206.7,334.3,398.8
"178",2015-04-28 10:00:00,-8.74,276.5,210.2,404.4,494
"179",2015-04-28 11:00:00,-6.318,288,213.6,467.2,582.4
"180",2015-04-28 12:00:00,-5.387,295.6,214.9,502.3,637.1
"181",2015-04-28 13:00:00,-5.524,299.5,215,517.3,668.3
"182",2015-04-28 14:00:00,-5.436,300.6,214.9,506.5,664.2
"183",2015-04-28 15:00:00,-6.109,298.4,213.4,476,628.2
"184",2015-04-28 16:00:00,-7.526,292.6,210.7,425.6,562.8
"185",2015-04-28 17:00:00,-8.92,285.6,207.8,361,475.6
"186",2015-04-28 18:00:00,-10.09,282,231.7,261.5,340.1
"187",2015-04-28 19:00:00,-9.97,279.4,234.3,172.8,218.4
"188",2015-04-28 20:00:00,-11.16,272.9,230.9,101.3,126.3
"189",2015-04-28 21:00:00,-13.06,264.1,231.6,36.06,44.43
"190",2015-04-28 22:00:00,-13.97,260.4,230.6,5.736,5.544
"191",2015-04-28 23:00:00,-15.42,249.1,201.7,-4.853,-7.762
"192",2015-04-28 00:00:00,-16.44,242.1,196.7,-3.624,-7.907
"193",2015-04-29 01:00:00,-17.15,237.9,195.5,-4.002,-7.488
"194",2015-04-29 02:00:00,-18.01,236.2,200.5,-3.651,-6.793
"195",2015-04-29 03:00:00,-18.55,235.3,201.2,-4.103,-6.745
"196",2015-04-29 04:00:00,-18.62,232.6,193.9,-2.118,-4.891
"197",2015-04-29 05:00:00,-19.54,229.4,193.2,10.81,9.26
"198",2015-04-29 06:00:00,-19.03,234.5,211.1,48.97,57.77
"199",2015-04-29 07:00:00,-17.56,239.9,207.1,120.5,138.3
"200",2015-04-29 08:00:00,-15.78,249.9,224.8,191.2,226.5
"201",2015-04-29 09:00:00,-14.33,258.9,231.9,269.4,324.5
"202",2015-04-29 10:00:00,-13.17,266.9,215.7,410,493.8
"203",2015-04-29 11:00:00,-12.28,273,227.3,429.5,521.2
"204",2015-04-29 12:00:00,-11.69,278.5,223,514.9,637
"205",2015-04-29 13:00:00,-10.83,282,218,531.7,673.4
"206",2015-04-29 14:00:00,-10.52,282.1,210.5,526.2,674.1
"207",2015-04-29 15:00:00,-10.02,281.4,203.4,500.3,643.9
"208",2015-04-29 16:00:00,-10.06,279.5,199.3,444.3,572.5
"209",2015-04-29 17:00:00,-9.92,277.5,199.7,376.5,483.6
"210",2015-04-29 18:00:00,-10.33,274.4,214.7,258.6,328.7
"211",2015-04-29 19:00:00,-10.89,275.7,253,150.1,187.9
"212",2015-04-29 20:00:00,-11.12,273,255.4,84.5,105.1
"213",2015-04-29 21:00:00,-11.43,270.4,255.5,33.18,41.58
"214",2015-04-29 22:00:00,-11.57,267.1,249.5,3.298,5.451
"215",2015-04-29 23:00:00,-12.21,265.7,258.7,-7.259,-5.491
"216",2015-04-29 00:00:00,-12.65,264.2,257.7,-6.914,-6.222
"217",2015-04-30 01:00:00,-12.69,263.6,255.7,-5.816,-6.274
