"","ts_hour","diff_gr_t","diff_gr_glw","diff_gr_gsw","diff_gr_hfx","diff_gr_lh","diff_gr_grdflx","diff_gr_tsk","diff_gr_tslb.1.","diff_gr_rainc","diff_gr_rainnc","diff_evgr_t","diff_evgr_glw","diff_evgr_gsw","diff_evgr_hfx","diff_evgr_lh","diff_evgr_grdflx","diff_evgr_tsk","diff_evgr_tslb.1.","diff_evgr_rainc","diff_evgr_rainnc","diff_real_t","diff_real_glw","diff_real_gsw","diff_real_hfx","diff_real_lh","diff_real_grdflx","diff_real_tsk","diff_real_tslb.1.","diff_real_rainc","diff_real_rainnc"
"1","2015-04-21 00:00:00",-0.00814792207792214,0.000958218921937259,-0.242539183672307,-0.021517625231911,0.0768223933209682,0.0016474953617811,-0.00542445269016628,-0.000106196660485836,0,0,-0.0148271985157717,0.00118280148518579,-0.391981410018644,-0.0408479035250464,-91.0147012987013,-0.0072324860853441,0.503955064935067,-0.0191586456400774,-0.488268163265306,0,0.0106568460111309,-0.00132254174189939,-0.049757513910464,0.0223359183673466,-0.0941039146567664,-0.000565658627087906,0.0018749907235639,0,0,0
"2","2015-04-21 01:00:00",0.00333733333333297,0.0122640740761994,-0.423776981480216,-0.0180457037037038,0.0581316666666665,0.00146592592592487,-0.00432425925926003,-0.00024414814814655,0,0,0.006697018518519,0.0283215925971092,-0.684953629628566,-0.0314712962962964,0.100500259259259,0.00225348148148141,-0.006678685185185,-0.000305185185178303,0,0,-0.0125530185185182,-0.0414245740723516,-0.087306388886347,0.0296483703703703,-0.100652203703705,-0.000329981481481223,0.00110598148148194,0,0,0
"3","2015-04-21 02:00:00",-0.0108076851851867,0.0245642037022549,-0.327997759257997,-0.0291577037037031,0.0229008148148149,0.00857301851852155,-0.0258209629629613,-0.000244148148148327,0,0,-0.0182166296296308,0.0529330925919282,-0.530329870370068,-0.0500342222222221,0.0482253888888884,0.0122232592592608,-0.0368729444444411,-0.000305203703703683,0,0,0.00740818518518394,-0.0397036851857706,-0.0670232222217066,-0.0283708148148147,-0.00812653703703714,0.001274833333333,-0.00386231481481425,0,0,0
"4","2015-04-21 03:00:00",-0.0517814259259244,-0.00220818517934163,-0.207128685185808,-0.0625199444444431,-4.4444444444445e-06,0.0100937407407418,-0.030885074074082,-0.000244166666670154,0,0,-0.0895498148148132,0.0156893333371215,-0.342524722223395,-0.109260166666667,1.22777777777779e-05,0.0132399814814799,-0.0404082407407462,-0.00030516666666891,0,0,0.104692777777779,-0.000936592590676355,-0.0580593333332615,-0.234775796296296,0.000154018518518519,-0.0134812407407401,0.0416478888888832,0,0,0
"5","2015-04-21 04:00:00",-0.0812037222222213,0.00974840741196203,-0.101253388888697,-0.184734907407401,0,-0.00637392592592656,0.0195654629629765,-0.000244148148150103,0,0,-0.144745685185184,-0.0448080555518118,-0.146751222222075,-0.385389907407403,0,-0.0143179444444441,0.0442233703703749,-0.000305185185185408,0,0,0.118612907407409,-0.0281588518511171,-0.0179149814811197,0.410820425925929,0,0.0303723333333332,-0.0939354814814681,0,0,0
"6","2015-04-21 05:00:00",-0.126788981481479,-0.0625275000030854,-0.0225248333334811,-0.195718407407417,0,-0.00734179629629594,0.022377407407415,-0.000240000000193419,0,0,-0.214909925925924,-0.122823629633501,-0.0340334999999863,-0.458077444444443,0,-0.0208619259259256,0.0638746851851835,-0.000300000000171607,0,0,0.303476851851856,0.0440646481479803,-0.00623396296315981,-0.436331722222222,0,-0.0344778518518515,0.10587757407408,-0.00065561111129675,0,0
"7","2015-04-21 06:00:00",-0.186999351851851,-0.0345684629633354,-1.83148148148156e-05,0.107759259259256,0,0.0112427407407398,-0.0349789814814976,-0.000240000000193419,0,0,-0.344118296296296,-0.0967702592617457,-3.15370370370383e-05,0.188513481481488,0,0.0218509814814815,-0.0681323888888947,-0.000300000000171607,0,0,0.369480796296294,0.0620147222205105,-6.74074074074119e-06,-0.583911759259263,0,-0.0486429814814811,0.149681944444428,-0.000670000000184245,0,0
"8","2015-04-21 07:00:00",-0.188904037037037,-0.127095407406813,0,0.17235901851852,0,0.0221100740740741,-0.0684189444444545,-0.000240000000193419,0,8.7037037037037e-06,-0.334691203703705,-0.180780796298535,0,0.228799648148154,0,0.0308651481481487,-0.0957309629629588,-0.000300000000171607,0,1.09259259259259e-05,0.391709259259259,0.260743999996606,0,-0.656888999999996,0,-0.0658450185185191,0.202560018518515,-0.000670000000184245,0,-0.000249092592592593
"9","2015-04-21 08:00:00",-0.0127264629629638,2.56180024073927,0,0.431475518518516,0,-0.140306555555555,0.438260611111114,0.00592801851849067,0,0.000650518518518514,-0.0369790370370415,4.69246977778147,0,0.795179981481482,0.00842970370370371,-0.257354240740741,0.798956740740731,0.00586748148149852,0,0.000692666666666675,0.00184696296296671,-5.45494627777572,0,-0.829276703703705,0,0.307576833333334,-0.9491127962963,-0.000671370370380231,0,-0.0038694074074074
"10","2015-04-21 09:00:00",-0.0517949444444481,-0.263328907407242,0,0.0220023148148151,0,0.0222291666666645,-0.0619878148148159,0.00714440740741118,0,-0.0068651851851852,-0.133791685185191,-0.455034462963852,0,0.0838070740740743,0.00203648148148148,0.0396988518518522,-0.114616148148144,0.00707622222222781,0,5.94444444451669e-06,0.075537648148138,0.432096518518449,0,0.0152870740740741,0,-0.0281863703703731,0.0853004814814833,8.82962962887035e-05,0,-0.00954462962962965
