"","date_time","air_temp_3m"
"709",2015-05-20 13:00:00,14.01
"710",2015-05-20 14:00:00,13.71
"711",2015-05-20 15:00:00,14.27
"712",2015-05-20 16:00:00,14.93
"713",2015-05-20 17:00:00,14.58
"714",2015-05-20 18:00:00,14.13
"715",2015-05-20 19:00:00,13.66
"716",2015-05-20 20:00:00,12.5
"717",2015-05-20 21:00:00,11.72
"718",2015-05-20 22:00:00,11.5
"719",2015-05-20 23:00:00,9.54
"720",2015-05-20 00:00:00,9.08
