"date","hour","air_temp_3m","lw_dn_avg","lw_up_avg","sw_dn_avg","sw_up_avg"
2015-05-12,900,4.357,324.2,261.7,292.1,437
2015-05-12,1000,4.955,325.7,268,331.4,502.2
2015-05-12,1100,6.196,327.6,262.2,391,600.6
2015-05-12,1200,7.002,328.1,263.6,414.5,658.9
2015-05-12,1300,7.489,329.5,266.9,428.8,700.3
2015-05-12,1400,7.527,329.2,276.4,384.4,629.5
2015-05-12,1500,6.844,327.2,284.2,324.6,527.4
2015-05-12,1600,5.42,325.1,293.8,305.9,508
2015-05-12,1700,3.729,322.4,304,185.9,296.6
2015-05-12,1800,4.496,324.3,299.9,200.8,327.7
2015-05-12,1900,5.124,323.3,278.5,132.4,214.9
2015-05-12,2000,4.49,321.2,280.8,82.1,129.4
2015-05-12,2100,3.251,315.3,255.3,29.01,39.72
2015-05-12,2200,0.837,310.5,251.8,15.49,21.82
2015-05-12,2300,-0.285,307.7,257.3,4.387,5.186
2015-05-12,2400,-0.628,305.9,260,-1.606,-3.81
2015-05-13,100,-0.809,303.7,248.8,-3.372,-6.249
2015-05-13,200,-0.779,305.6,262.7,-3.763,-5.561
2015-05-13,300,0.161,310.6,287,-2.009,-1.614
2015-05-13,400,0.878,310.7,278.6,6.55,10.62
2015-05-13,500,1.149,314.8,302.5,20.54,32.82
2015-05-13,600,1.758,317.5,295.3,52.21,81.4
2015-05-13,700,3.01,320.3,291.9,129.6,199.1
2015-05-13,800,4.863,324.3,305.1,228.1,348.6
2015-05-13,900,3.852,323.7,271.2,258.4,390.4
2015-05-13,1000,4.542,325.8,276.7,344.7,534.4
2015-05-13,1100,4.271,325.9,266,381.9,607.7
2015-05-13,1200,3.39,324.1,283.1,294.6,483.5
2015-05-13,1300,5.104,326.8,285.6,350.2,595.9
2015-05-13,1400,5.428,328.2,264.9,390.8,698.2
2015-05-13,1500,6.514,329.1,267.8,365.3,668.1
2015-05-13,1600,6.147,328.2,269.1,317.8,588.4
2015-05-13,1700,6.535,328.4,267.6,271.2,512.4
2015-05-13,1800,6.985,327.7,266,201.3,380.4
2015-05-13,1900,5.81,324.6,277.2,112.4,210.3
2015-05-13,2000,5.41,323.4,265.3,88.3,167.8
2015-05-13,2100,5.215,321.6,261,60.39,119.1
2015-05-13,2200,4.872,318.1,260,23.64,49.48
2015-05-13,2300,1.322,312,253.4,4.923,10.94
2015-05-13,2400,0.864,309.6,252.8,-1.53,-3.028
2015-05-14,100,1.05,310.1,254.8,-3.318,-5.304
2015-05-14,200,1.197,310.5,257.4,-3.197,-4.648
2015-05-14,300,1.506,311.9,264.9,-0.808,-0.394
2015-05-14,400,2.628,315.5,265.1,12.14,17.33
2015-05-14,500,2.959,318,282.3,25.74,46.96
2015-05-14,600,3.816,319.9,284.8,38.74,72.25
2015-05-14,700,5.134,322.6,276.3,94.2,163.6
2015-05-14,800,6.134,325,276.3,141.1,249.1
2015-05-14,900,7.11,327.5,278.7,167.2,295.7
2015-05-14,1000,8.74,334.3,283.4,294.9,535.8
2015-05-14,1100,10.42,336.8,286.8,310.7,607
2015-05-14,1200,9.92,336.2,292.3,294.5,628.3
2015-05-14,1300,9.87,336.6,302.4,261.3,622.5
2015-05-14,1400,9.86,337.2,322.4,185.5,478.7
2015-05-14,1500,9.78,336.7,333.5,121.1,344.1
2015-05-14,1600,10.8,340.8,337.4,114,374.8
2015-05-14,1700,11.35,344,335.4,90.3,333
2015-05-14,1800,11.09,343.3,332.9,64.3,269.7
2015-05-14,1900,9.97,340,335.2,36.41,177.5
2015-05-14,2000,10.04,338.1,329.5,21.71,122.8
2015-05-14,2100,9,335.3,324.6,8.87,69.68
2015-05-14,2200,7.294,330.7,326.8,-1.112,18.99
2015-05-14,2300,5.717,327.9,333.7,-4.677,1.146
2015-05-14,2400,5.331,326.7,332.8,-4.956,-2.09
2015-05-15,100,6.281,327.5,331.7,-5.066,-3.351
2015-05-15,200,7.106,329.5,336.3,-5.448,-3.015
2015-05-15,300,8.02,332.6,338.2,-5.579,-1.239
2015-05-15,400,8.49,334.7,337,-3.223,14.9
2015-05-15,500,9.28,337.9,336.3,3.21,53.38
2015-05-15,600,8.5,338.5,340.7,6.875,81.4
2015-05-15,700,9.68,342.1,341.8,10.7,113.6
2015-05-15,800,10.41,347.6,332.7,25.45,207.8
2015-05-15,900,10.9,352.4,337,27.18,246.8
2015-05-15,1000,11.51,355,347,23.66,243.7
2015-05-15,1100,11.2,353.8,346.3,13.99,178.2
2015-05-15,1200,10.54,350.1,342.8,7.419,127.8
2015-05-15,1300,10.56,351.7,336.6,11.58,164.2
2015-05-15,1400,11.03,353.7,338.4,10.06,151.7
2015-05-15,1500,11.17,359.4,341.4,18.32,217.4
2015-05-15,1600,10.68,367.8,335.4,36.52,344.3
2015-05-15,1700,13.27,387.3,315.4,68.45,554.3
2015-05-15,1800,11.65,362.9,303.8,22.97,228.2
2015-05-15,1900,12.1,367.5,309.3,38.73,310.1
2015-05-15,2000,11.35,359.4,295,28.02,219.5
2015-05-15,2100,9.7,347.3,289.3,17.03,135.4
2015-05-15,2200,7.718,336.8,285.2,7.636,73.1
2015-05-15,2300,5.472,325.8,276.7,-1.842,14.01
2015-05-15,2400,4.323,321.3,272.7,-4.859,-3.506
