date_time,air_temp_3m,lw_dn_avg,lw_up_avg,sw_dn_avg,sw_up_avg
2015-05-07 23:00:00,0.742,309.0,257.0,-2.063,-3.056
2015-05-08 00:00:00,3.071,318.5,316.7,-6.3,-5.266
2015-05-08 01:00:00,1.521,311.2,268.8,-5.597,-7.4079999999999995
2015-05-08 02:00:00,2.1430000000000002,314.3,278.4,-6.138,-7.7620000000000005
2015-05-08 03:00:00,1.892,314.3,282.8,-5.111000000000001,-6.388999999999999
2015-05-08 04:00:00,2.225,316.5,291.7,1.274,3.074
2015-05-08 05:00:00,1.9340000000000002,314.3,266.6,14.68,19.22
2015-05-08 06:00:00,2.432,317.5,273.5,87.6,118.9
2015-05-08 07:00:00,2.609,318.8,255.4,148.9,198.4
2015-05-08 08:00:00,3.074,321.1,253.8,241.6,332.2
2015-05-08 09:00:00,4.364,322.7,257.7,291.8,418.3
2015-05-08 10:00:00,4.998,324.2,266.4,335.2,495.2
2015-05-08 11:00:00,5.1,325.2,280.1,356.6,531.2
2015-05-08 12:00:00,5.876,327.0,284.1,398.9,602.1
2015-05-08 13:00:00,5.747000000000001,326.3,288.1,343.3,519.0
2015-05-08 14:00:00,5.872000000000001,326.5,293.8,369.4,562.4
2015-05-08 15:00:00,5.61,325.2,292.7,336.4,515.8
2015-05-08 16:00:00,5.777,324.6,300.0,284.9,429.7
2015-05-08 17:00:00,5.502999999999999,323.6,290.1,238.9,364.7
2015-05-08 18:00:00,5.327000000000001,323.0,284.8,215.8,330.1
2015-05-08 19:00:00,5.355,322.7,295.0,147.6,218.6
2015-05-08 20:00:00,4.223,320.8,298.2,86.4,129.7
2015-05-08 21:00:00,3.924,319.7,304.4,40.74,63.35
2015-05-08 22:00:00,3.853,319.3,312.7,10.65,19.39
2015-05-08 23:00:00,3.568,318.9,314.1,-2.616,0.28600000000000003
2015-05-09 00:00:00,-1.631,302.0,253.5,-1.9580000000000002,-5.468999999999999
2015-05-09 01:00:00,3.013,318.5,312.9,-6.308,-5.81
2015-05-09 02:00:00,2.9610000000000003,318.3,306.6,-6.292999999999999,-6.135
2015-05-09 03:00:00,3.136,318.5,306.0,-5.851,-5.7379999999999995
2015-05-09 04:00:00,2.678,318.2,311.4,-2.673,-0.907
2015-05-09 05:00:00,3.135,319.0,316.5,9.72,17.07
2015-05-09 06:00:00,3.181,319.1,298.5,37.99,58.44
2015-05-09 07:00:00,2.559,318.8,290.8,80.9,123.0
2015-05-09 08:00:00,3.3169999999999997,320.0,291.3,126.3,189.2
2015-05-09 09:00:00,4.2589999999999995,322.0,279.8,219.2,326.3
2015-05-09 10:00:00,5.5489999999999995,326.0,299.9,360.5,545.3
2015-05-09 11:00:00,6.51,328.3,271.0,416.0,626.7
2015-05-09 12:00:00,4.902,326.1,267.8,392.0,601.8
2015-05-09 13:00:00,3.173,324.4,266.5,444.9,708.1
2015-05-09 14:00:00,4.172,325.2,282.4,380.2,593.3
2015-05-09 15:00:00,4.8580000000000005,326.1,264.5,406.6,646.4
2015-05-09 16:00:00,4.548,325.1,262.9,370.9,590.3
2015-05-09 17:00:00,4.327,324.4,261.4,319.1,504.3
2015-05-09 18:00:00,2.8360000000000003,321.9,256.5,255.5,399.8
2015-05-09 19:00:00,1.4969999999999999,319.5,252.7,189.2,297.4
2015-05-09 20:00:00,1.033,316.0,252.8,127.7,196.6
2015-05-09 21:00:00,0.6409999999999999,313.7,256.5,87.0,136.7
2015-05-09 22:00:00,0.6729999999999999,310.9,257.6,34.33,54.9
2015-05-09 23:00:00,-0.802,305.5,253.1,4.635,4.697
2015-05-10 00:00:00,2.064,310.9,251.4,-3.315,-6.109
2015-05-10 01:00:00,-1.909,302.6,262.7,-4.023,-6.197
2015-05-10 02:00:00,-2.039,303.8,275.3,-3.056,-5.26
2015-05-10 03:00:00,-2.2319999999999998,306.1,289.2,-1.166,-2.892
2015-05-10 04:00:00,-1.9069999999999998,308.6,298.6,3.093,3.918
2015-05-10 05:00:00,-1.409,310.9,299.6,18.29,25.59
2015-05-10 06:00:00,-0.589,314.6,307.2,42.31,60.15
2015-05-10 07:00:00,-0.511,317.2,312.6,75.67,104.1
2015-05-10 08:00:00,0.135,319.0,299.8,167.7,239.2
2015-05-10 09:00:00,1.187,320.3,301.7,212.5,301.4
2015-05-10 10:00:00,1.5,320.6,319.9,184.4,249.3
2015-05-10 11:00:00,0.013000000000000001,319.8,310.2,267.8,380.3
2015-05-10 12:00:00,-0.889,319.3,305.6,312.2,447.3
2015-05-10 13:00:00,0.376,321.9,262.4,453.1,692.8
2015-05-10 14:00:00,1.3159999999999998,323.1,261.9,437.9,675.8
2015-05-10 15:00:00,1.7790000000000001,322.7,261.8,392.3,605.5
2015-05-10 16:00:00,1.7469999999999999,322.6,257.2,389.4,601.3
2015-05-10 17:00:00,2.13,321.9,255.4,334.0,510.2
2015-05-10 18:00:00,3.8,322.3,261.9,284.7,434.4
2015-05-10 19:00:00,6.9110000000000005,324.8,266.7,200.5,317.3
2015-05-10 20:00:00,6.492999999999999,323.1,263.7,125.5,206.5
2015-05-10 21:00:00,5.577000000000001,321.1,260.7,68.98,115.4
2015-05-10 22:00:00,4.622,317.2,256.8,27.95,45.55
2015-05-10 23:00:00,3.122,314.2,255.1,3.234,4.42
2015-05-11 00:00:00,1.847,317.6,309.6,-4.227,-3.761
2015-05-11 01:00:00,2.011,310.2,250.3,-4.416,-7.534
2015-05-11 02:00:00,1.176,307.0,246.4,-4.1819999999999995,-7.434
2015-05-11 03:00:00,0.44299999999999995,304.2,243.9,-2.32,-5.32
2015-05-11 04:00:00,0.604,305.5,243.7,8.2,5.502000000000001
2015-05-11 05:00:00,0.996,308.7,244.3,49.18,59.44
2015-05-11 06:00:00,1.8230000000000002,313.6,246.9,108.7,141.0
2015-05-11 07:00:00,2.885,318.6,250.5,175.5,242.0
2015-05-11 08:00:00,4.672,323.0,262.2,253.5,369.6
2015-05-11 09:00:00,5.542999999999999,326.2,304.1,340.6,513.0
2015-05-11 10:00:00,4.935,324.4,312.8,281.3,424.1
2015-05-11 11:00:00,4.2780000000000005,324.2,316.4,282.0,420.2
2015-05-11 12:00:00,3.988,323.7,317.9,259.0,383.0
2015-05-11 13:00:00,4.126,323.3,318.2,270.5,402.6
2015-05-11 14:00:00,3.9139999999999997,323.0,319.4,243.2,354.1
2015-05-11 15:00:00,3.31,322.1,320.7,227.2,334.8
2015-05-11 16:00:00,3.391,321.8,324.0,187.0,273.7
2015-05-11 17:00:00,2.157,319.8,320.1,134.2,193.3
2015-05-11 18:00:00,1.6840000000000002,319.2,314.4,95.8,136.4
2015-05-11 19:00:00,2.011,319.3,312.5,92.7,138.6
2015-05-11 20:00:00,1.7480000000000002,318.6,317.7,59.03,86.1
2015-05-11 21:00:00,1.672,318.0,316.2,23.35,32.95
2015-05-11 22:00:00,2.335,318.3,313.5,8.39,14.54
2015-05-11 23:00:00,2.285,318.1,313.2,-0.11199999999999999,2.41
2015-05-12 00:00:00,-0.628,305.9,260.0,-1.6059999999999999,-3.81
2015-05-12 01:00:00,1.8319999999999999,317.5,300.4,-3.597,-4.718
2015-05-12 02:00:00,1.916,317.5,301.0,-3.8810000000000002,-4.706
2015-05-12 03:00:00,1.8230000000000002,317.3,297.4,-1.74,-2.405
2015-05-12 04:00:00,1.6840000000000002,317.5,306.7,2.696,4.123
2015-05-12 05:00:00,1.801,317.9,307.2,22.15,35.35
2015-05-12 06:00:00,2.222,318.6,297.8,59.09,93.0
2015-05-12 07:00:00,2.833,319.6,300.5,85.5,133.5
2015-05-12 08:00:00,3.29,321.1,287.8,173.7,263.5
2015-05-12 09:00:00,4.357,324.2,261.7,292.1,437.0
2015-05-12 10:00:00,4.955,325.7,268.0,331.4,502.2
2015-05-12 11:00:00,6.196000000000001,327.6,262.2,391.0,600.6
2015-05-12 12:00:00,7.002000000000001,328.1,263.6,414.5,658.9
2015-05-12 13:00:00,7.489,329.5,266.9,428.8,700.3
2015-05-12 14:00:00,7.527,329.2,276.4,384.4,629.5
2015-05-12 15:00:00,6.843999999999999,327.2,284.2,324.6,527.4
2015-05-12 16:00:00,5.42,325.1,293.8,305.9,508.0
2015-05-12 17:00:00,3.7289999999999996,322.4,304.0,185.9,296.6
2015-05-12 18:00:00,4.496,324.3,299.9,200.8,327.7
2015-05-12 19:00:00,5.124,323.3,278.5,132.4,214.9
2015-05-12 20:00:00,4.49,321.2,280.8,82.1,129.4
2015-05-12 21:00:00,3.2510000000000003,315.3,255.3,29.01,39.72
2015-05-12 22:00:00,0.8370000000000001,310.5,251.8,15.49,21.82
2015-05-12 23:00:00,-0.285,307.7,257.3,4.387,5.186
2015-05-13 00:00:00,0.8640000000000001,309.6,252.8,-1.53,-3.028
2015-05-13 01:00:00,-0.809,303.7,248.8,-3.372,-6.249
2015-05-13 02:00:00,-0.779,305.6,262.7,-3.763,-5.561
2015-05-13 03:00:00,0.161,310.6,287.0,-2.009,-1.614
2015-05-13 04:00:00,0.878,310.7,278.6,6.55,10.62
2015-05-13 05:00:00,1.149,314.8,302.5,20.54,32.82
2015-05-13 06:00:00,1.758,317.5,295.3,52.21,81.4
2015-05-13 07:00:00,3.01,320.3,291.9,129.6,199.1
2015-05-13 08:00:00,4.863,324.3,305.1,228.1,348.6
2015-05-13 09:00:00,3.852,323.7,271.2,258.4,390.4
2015-05-13 10:00:00,4.542,325.8,276.7,344.7,534.4
2015-05-13 11:00:00,4.271,325.9,266.0,381.9,607.7
2015-05-13 12:00:00,3.39,324.1,283.1,294.6,483.5
2015-05-13 13:00:00,5.104,326.8,285.6,350.2,595.9
2015-05-13 14:00:00,5.428,328.2,264.9,390.8,698.2
2015-05-13 15:00:00,6.513999999999999,329.1,267.8,365.3,668.1
2015-05-13 16:00:00,6.147,328.2,269.1,317.8,588.4
2015-05-13 17:00:00,6.535,328.4,267.6,271.2,512.4
2015-05-13 18:00:00,6.985,327.7,266.0,201.3,380.4
2015-05-13 19:00:00,5.81,324.6,277.2,112.4,210.3
2015-05-13 20:00:00,5.41,323.4,265.3,88.3,167.8
2015-05-13 21:00:00,5.215,321.6,261.0,60.39,119.1
2015-05-13 22:00:00,4.872,318.1,260.0,23.64,49.48
2015-05-13 23:00:00,1.3219999999999998,312.0,253.4,4.923,10.94
2015-05-14 00:00:00,5.331,326.7,332.8,-4.956,-2.09
2015-05-14 01:00:00,1.05,310.1,254.8,-3.318,-5.303999999999999
2015-05-14 02:00:00,1.197,310.5,257.4,-3.197,-4.648
2015-05-14 03:00:00,1.506,311.9,264.9,-0.8079999999999999,-0.39399999999999996
2015-05-14 04:00:00,2.628,315.5,265.1,12.14,17.33
2015-05-14 05:00:00,2.9589999999999996,318.0,282.3,25.74,46.96
2015-05-14 06:00:00,3.8160000000000003,319.9,284.8,38.74,72.25
2015-05-14 07:00:00,5.1339999999999995,322.6,276.3,94.2,163.6
2015-05-14 08:00:00,6.1339999999999995,325.0,276.3,141.1,249.1
2015-05-14 09:00:00,7.11,327.5,278.7,167.2,295.7
2015-05-14 10:00:00,8.74,334.3,283.4,294.9,535.8
2015-05-14 11:00:00,10.42,336.8,286.8,310.7,607.0
2015-05-14 12:00:00,9.92,336.2,292.3,294.5,628.3
2015-05-14 13:00:00,9.87,336.6,302.4,261.3,622.5
2015-05-14 14:00:00,9.86,337.2,322.4,185.5,478.7
2015-05-14 15:00:00,9.78,336.7,333.5,121.1,344.1
2015-05-14 16:00:00,10.8,340.8,337.4,114.0,374.8
2015-05-14 17:00:00,11.35,344.0,335.4,90.3,333.0
2015-05-14 18:00:00,11.09,343.3,332.9,64.3,269.7
2015-05-14 19:00:00,9.97,340.0,335.2,36.41,177.5
2015-05-14 20:00:00,10.04,338.1,329.5,21.71,122.8
2015-05-14 21:00:00,9.0,335.3,324.6,8.87,69.68
2015-05-14 22:00:00,7.294,330.7,326.8,-1.112,18.99
2015-05-14 23:00:00,5.7170000000000005,327.9,333.7,-4.677,1.146
2015-05-15 00:00:00,4.323,321.3,272.7,-4.859,-3.5060000000000002
2015-05-15 01:00:00,6.281000000000001,327.5,331.7,-5.066,-3.3510000000000004
2015-05-15 02:00:00,7.106,329.5,336.3,-5.4479999999999995,-3.015
2015-05-15 03:00:00,8.02,332.6,338.2,-5.579,-1.239
2015-05-15 04:00:00,8.49,334.7,337.0,-3.2230000000000003,14.9
2015-05-15 05:00:00,9.28,337.9,336.3,3.21,53.38
2015-05-15 06:00:00,8.5,338.5,340.7,6.875,81.4
2015-05-15 07:00:00,9.68,342.1,341.8,10.7,113.6
2015-05-15 08:00:00,10.41,347.6,332.7,25.45,207.8
2015-05-15 09:00:00,10.9,352.4,337.0,27.18,246.8
2015-05-15 10:00:00,11.51,355.0,347.0,23.66,243.7
2015-05-15 11:00:00,11.2,353.8,346.3,13.99,178.2
2015-05-15 12:00:00,10.54,350.1,342.8,7.419,127.8
2015-05-15 13:00:00,10.56,351.7,336.6,11.58,164.2
2015-05-15 14:00:00,11.03,353.7,338.4,10.06,151.7
2015-05-15 15:00:00,11.17,359.4,341.4,18.32,217.4
2015-05-15 16:00:00,10.68,367.8,335.4,36.52,344.3
2015-05-15 17:00:00,13.27,387.3,315.4,68.45,554.3
2015-05-15 18:00:00,11.65,362.9,303.8,22.97,228.2
2015-05-15 19:00:00,12.1,367.5,309.3,38.73,310.1
2015-05-15 20:00:00,11.35,359.4,295.0,28.02,219.5
2015-05-15 21:00:00,9.7,347.3,289.3,17.03,135.4
2015-05-15 22:00:00,7.718,336.8,285.2,7.636,73.1
2015-05-15 23:00:00,5.472,325.8,276.7,-1.8419999999999999,14.01
2015-05-16 00:00:00,4.421,319.4,258.2,-3.955,-1.706
2015-05-16 01:00:00,4.147,321.0,274.2,-5.0,-5.84
2015-05-16 02:00:00,3.721,320.1,270.9,-5.101,-5.985
2015-05-16 03:00:00,4.1,321.0,270.1,-4.244,-1.629
2015-05-16 04:00:00,4.523,322.9,271.2,2.66,16.74
2015-05-16 05:00:00,4.688,325.9,268.8,10.64,66.24
2015-05-16 06:00:00,5.9239999999999995,335.3,271.1,25.18,146.7
2015-05-16 07:00:00,7.79,350.0,274.0,41.66,251.2
2015-05-16 08:00:00,9.63,366.3,278.6,69.36,349.3
2015-05-16 09:00:00,11.54,383.0,285.0,87.7,440.5
2015-05-16 10:00:00,14.05,399.4,293.5,81.5,523.3
2015-05-16 11:00:00,15.2,402.6,298.4,87.9,593.7
2015-05-16 12:00:00,15.07,406.4,303.8,90.1,639.7
2015-05-16 13:00:00,14.44,404.1,296.9,94.4,697.4
2015-05-16 14:00:00,15.24,404.3,299.5,91.3,696.2
2015-05-16 15:00:00,13.93,391.8,303.5,73.58,582.9
2015-05-16 16:00:00,11.99,374.7,300.0,49.57,404.6
2015-05-16 17:00:00,11.59,375.5,278.8,70.04,531.4
2015-05-16 18:00:00,11.24,368.1,274.2,58.16,434.1
2015-05-16 19:00:00,11.09,363.9,273.2,45.38,328.8
2015-05-16 20:00:00,10.23,354.5,271.5,31.79,227.2
2015-05-16 21:00:00,9.16,343.1,268.0,19.29,135.7
2015-05-16 22:00:00,7.287999999999999,330.8,263.0,7.659,64.47
2015-05-16 23:00:00,5.12,320.6,258.7,-0.067,18.78
2015-05-17 00:00:00,5.919,326.7,281.1,-4.637,-1.4680000000000002
2015-05-17 01:00:00,3.861,317.4,273.3,-3.3810000000000002,-2.336
2015-05-17 02:00:00,4.305,317.8,266.3,-4.113,-4.204
2015-05-17 03:00:00,3.925,318.6,266.1,-3.5869999999999997,0.295
2015-05-17 04:00:00,4.0169999999999995,321.6,271.5,6.962999999999999,32.31
2015-05-17 05:00:00,5.7860000000000005,330.1,283.5,15.79,93.9
2015-05-17 06:00:00,5.622000000000001,331.8,283.3,11.66,100.0
2015-05-17 07:00:00,7.381,345.3,291.9,23.72,170.6
2015-05-17 08:00:00,10.01,357.6,307.5,25.18,201.0
2015-05-17 09:00:00,10.84,365.2,317.8,32.37,260.9
2015-05-17 10:00:00,10.9,370.3,320.1,36.4,294.4
2015-05-17 11:00:00,12.1,382.1,322.9,42.73,332.7
2015-05-17 12:00:00,13.13,395.5,311.1,66.36,466.3
2015-05-17 13:00:00,14.32,404.7,311.2,75.57,544.1
2015-05-17 14:00:00,15.54,412.7,309.5,90.6,645.8
2015-05-17 15:00:00,15.41,411.5,311.2,73.77,530.4
2015-05-17 16:00:00,15.1,398.4,312.3,47.01,346.5
2015-05-17 17:00:00,15.3,395.8,313.0,42.3,311.9
2015-05-17 18:00:00,15.42,385.9,317.5,28.69,225.0
2015-05-17 19:00:00,15.73,383.7,312.7,32.32,242.8
2015-05-17 20:00:00,16.23,383.2,306.8,34.95,240.8
2015-05-17 21:00:00,15.38,373.1,307.6,21.38,154.4
2015-05-17 22:00:00,11.76,352.5,295.7,4.363,53.59
2015-05-17 23:00:00,7.501,333.8,282.6,-2.272,11.38
2015-05-18 00:00:00,4.332,319.1,270.9,-3.841,-1.246
2015-05-18 01:00:00,5.138999999999999,323.4,279.7,-4.655,-3.583
2015-05-18 02:00:00,5.071000000000001,320.7,274.7,-4.676,-4.621
2015-05-18 03:00:00,4.7669999999999995,321.1,273.7,-4.396,-1.119
2015-05-18 04:00:00,5.377000000000001,325.0,273.1,2.904,15.36
2015-05-18 05:00:00,5.771,330.9,274.2,15.16,79.35
2015-05-18 06:00:00,8.08,345.7,279.2,29.47,156.3
2015-05-18 07:00:00,10.1,362.7,284.1,44.3,249.0
2015-05-18 08:00:00,12.45,380.0,290.9,69.25,348.7
2015-05-18 09:00:00,15.34,402.3,299.8,82.5,445.5
2015-05-18 10:00:00,16.98,422.2,305.6,87.1,529.2
2015-05-18 11:00:00,17.88,433.9,310.3,96.1,597.9
2015-05-18 12:00:00,18.51,435.6,311.5,100.4,659.0
2015-05-18 13:00:00,18.94,440.8,314.1,101.6,692.7
2015-05-18 14:00:00,19.26,441.0,317.8,97.9,693.4
2015-05-18 15:00:00,19.66,438.9,321.0,90.6,648.7
2015-05-18 16:00:00,19.57,426.3,319.0,81.4,587.5
2015-05-18 17:00:00,17.85,408.3,317.5,49.92,381.6
2015-05-18 18:00:00,14.41,387.0,311.2,29.96,221.4
2015-05-18 19:00:00,15.02,382.8,313.9,21.99,163.0
2015-05-18 20:00:00,15.01,371.9,306.3,17.95,132.1
2015-05-18 21:00:00,13.29,358.3,296.6,16.13,106.0
2015-05-18 22:00:00,8.83,344.3,289.4,7.15,62.41
2015-05-18 23:00:00,5.519,328.3,278.6,0.204,16.81
2015-05-19 00:00:00,3.5260000000000002,327.5,308.0,-3.325,0.478
2015-05-19 01:00:00,1.8869999999999998,315.4,265.0,-4.412,-4.02
2015-05-19 02:00:00,1.0270000000000001,312.9,261.7,-4.0,-3.45
2015-05-19 03:00:00,0.45399999999999996,311.4,259.6,-2.988,1.3259999999999998
2015-05-19 04:00:00,0.085,312.2,258.8,6.135,19.15
2015-05-19 05:00:00,1.665,319.3,263.1,18.55,92.3
2015-05-19 06:00:00,4.4639999999999995,334.4,270.5,33.61,177.2
2015-05-19 07:00:00,7.5360000000000005,356.1,278.5,49.12,267.8
2015-05-19 08:00:00,9.04,369.8,282.5,62.23,317.5
2015-05-19 09:00:00,10.54,387.2,294.3,73.02,399.1
2015-05-19 10:00:00,11.59,395.7,303.8,69.62,424.3
2015-05-19 11:00:00,12.41,422.6,297.0,103.4,604.0
2015-05-19 12:00:00,13.08,428.0,300.2,106.8,656.7
2015-05-19 13:00:00,12.8,427.1,300.4,106.6,685.8
2015-05-19 14:00:00,12.3,417.5,309.1,99.1,669.3
2015-05-19 15:00:00,11.5,407.1,315.9,85.8,588.6
2015-05-19 16:00:00,10.78,393.4,315.0,64.68,447.6
2015-05-19 17:00:00,10.69,389.1,303.9,65.9,453.8
2015-05-19 18:00:00,10.11,381.4,317.8,51.5,350.9
2015-05-19 19:00:00,10.81,374.2,304.9,38.77,264.5
2015-05-19 20:00:00,9.81,365.6,312.3,22.51,163.1
2015-05-19 21:00:00,7.164,353.4,305.0,16.83,126.5
2015-05-19 22:00:00,4.809,338.1,300.5,4.1530000000000005,40.92
2015-05-19 23:00:00,4.553999999999999,330.2,305.9,-1.035,9.5
