date_time,air_temp_3m,lw_dn_avg,lw_up_avg,sw_dn_avg,sw_up_avg
2015-04-21,-4.406250000000001,298.3166666666667,289.9291666666667,123.91841666666666,136.66854166666667
2015-04-22,-4.854291666666668,288.05,241.61249999999998,173.23541666666665,204.178
2015-04-23,-1.9104583333333334,295.3333333333333,232.03333333333333,191.78537499999996,237.73845833333337
2015-04-24,-3.3699166666666653,289.3041666666667,230.46666666666667,214.83029166666665,261.42491666666666
2015-04-25,-3.6831666666666663,289.33750000000003,224.82083333333333,202.27183333333332,251.14658333333333
2015-04-26,-6.080041666666667,282.81666666666666,221.75000000000003,203.22516666666664,256.45754166666666
2015-04-27,-9.363291666666667,272.06249999999994,215.16666666666666,204.751,258.4925416666667
2015-04-28,-11.38791666666667,267.2416666666667,212.13333333333333,209.37300000000002,264.32570833333335
2015-04-29,-13.635833333333332,261.0833333333333,220.85833333333332,203.16295833333336,253.62212499999998
2015-04-30,-12.51833333333333,265.73749999999995,228.45000000000002,210.13766666666666,258.5814166666667
2015-05-01,-3.6148750000000014,297.05833333333334,269.12083333333334,170.8416666666667,214.3901666666667
2015-05-02,0.37820833333333326,309.40416666666664,259.40833333333336,187.0545833333334,253.3268333333333
2015-05-03,-1.481791666666667,300.80833333333334,235.8166666666667,208.50412500000002,281.05004166666663
2015-05-04,-4.792833333333333,296.72083333333336,248.46249999999998,190.0339583333334,255.08933333333334
2015-05-05,-10.918750000000001,275.0,228.47500000000002,220.45916666666668,274.84325
2015-05-06,-1.8499583333333343,297.1166666666667,234.82499999999993,218.63004166666664,284.97116666666665
2015-05-07,2.4030416666666663,314.2666666666666,253.33749999999995,188.6662083333334,278.13008333333335
2015-05-08,3.999916666666667,320.675,285.41249999999997,163.53675000000004,243.53312500000004
2015-05-09,2.938541666666666,319.47916666666663,278.0375,176.64966666666666,274.84366666666665
2015-05-10,1.303625,317.02500000000003,279.0583333333333,166.248625,249.99874999999997
2015-05-11,2.6597500000000003,317.8500000000001,293.28749999999997,128.50387499999997,187.63720833333332
2015-05-12,3.6752083333333334,320.59166666666664,281.8,160.62912500000002,254.71083333333328
2015-05-13,3.6038333333333337,320.1958333333334,273.31666666666666,162.174125,278.04616666666664
2015-05-14,7.113166666666667,329.40000000000003,302.0708333333333,94.36008333333332,225.6883333333333
2015-05-15,9.6225,347.6083333333333,323.62499999999994,14.657624999999998,152.86162500000003
2015-05-16,9.421750000000001,358.5291666666667,279.37916666666666,42.47924999999999,297.2404166666667
2015-05-17,10.645291666666663,363.1375,299.02083333333337,28.922333333333338,218.79445833333332
2015-05-18,12.3815,377.1041666666666,296.37916666666666,42.68416666666667,282.30670833333335
2015-05-19,7.6096249999999985,365.40000000000003,293.0708333333333,44.273666666666664,281.37100000000004
